tenant_id,assembly_models,code_form_no,ata_code,reference_amp,description,category_code,issue_date,directive_no,is_rii,show_in_c_of_a,estimated_man_hours,note,applicability
157b8d12-c115-446e-a4dc-d12077751fe2,ade4f248-2697-470e-aecb-27eba921ad0b,"""DGCA / NEW MISCELLANEOUS / 265""",25,FAA AD 2025-16-09,"Air Transport Association (ATA) of America Code:25, Equipment/Furnishings, or Joint Aircraft System Component (JASC) Code 2500, Cabin Equipment/Furnishing; and 2510, flight Compartment Equipment.",MIS,22-Aug-2025,"""DGCA / NEW MISCELLANEOUS / 265""",,,0:00,,"This AD applies to all airplanes, certified in any category, with a restraint system with a Pacific Scientific Company rotary buckle assembly (buckle) part number (P/N) 1111475 (all dash numbers) or P/N 1111548-01 installed having a date of manufacture (DOM) between January 2012 and April 2013 inclusive, or an unknown DOM. These buckle may be installed on, but not limited to, The Boeing Company model airplanes."
157b8d12-c115-446e-a4dc-d12077751fe2,ade4f248-2697-470e-aecb-27eba921ad0b,DGCA / HAWKER 900XP / 01,28,FAA AD 2014-15-08,"Air Transport Association (ATA) of America Code 28, Fuel.",MOD#,01-Aug-2014,DGCA / HAWKER 900XP / 01,,,0:00,,"This AD applies to Beechcraft Corporation (Type Certificate previously held by Hawker Beechcraft Corporation; Raytheon Aircraft Company) Model Hawker 800XP, 850XP, and 900XP airplanes, certificated in any category, all serial numbers."
157b8d12-c115-446e-a4dc-d12077751fe2,ade4f248-2697-470e-aecb-27eba921ad0b,DGCA / NEW MISC / 261,78,EASA AD 2024-0221,ATA 78 - Exhaust - Engine / Turbocharger Exhaust System / Components - Inspection,MIS,04-Dec-2024,DGCA / NEW MISC / 261,,,0:00,,"This AD applies to all turbocharged reciprocating engine-powered aircraft and turbocharged reciprocating engines, types and models that have an affected part installed, as well as to those for which an affected part is eligible for installation."
157b8d12-c115-446e-a4dc-d12077751fe2,ade4f248-2697-470e-aecb-27eba921ad0b,DGCA / NEW MISCELLANEOUS / 264,34,EASA AD No.: 2025-0088,ATA 34 - Navigation - Satellite Based Augmentation Systems / Global Positioning System Receiver - Replacement.,MIS,17-Apr-2025,DGCA / NEW MISCELLANEOUS / 264,,,0:00,,"Rockwell Collins GPS-4000S, GLU-2100, GLUS-2100 and GLUS-2100A receivers, having a Part Number (P/N) as listed in Appendix 1 of this AD, all serial numbers."
157b8d12-c115-446e-a4dc-d12077751fe2,ade4f248-2697-470e-aecb-27eba921ad0b,DGCA / NEW MISCELLANEOUS / 237R1,25,FAA AD 2024-26-02,"Joint Aircraft System Component (JASC) Code: 2500, Cabin Equipment/Furnishings.",MIS,17-Feb-2025,DGCA / NEW MISCELLANEOUS / 237R1,,,0:00,,"This AD applies to all airplanes and helicopters, certificated in any category, with a restraint system with a Pacific Scientific Company plastic rotary buckle assembly (buckle) part number (P/N) 1111430 or P/N 1111475 (all dash numbers) installed having a date of manufacture on or before May 31, 2007, or an unknown date of manufacture, except not those buckles repaired with the installation of an airworthy buckle handle after May 31, 2007, and marked with a BLUE logo on the center button."
157b8d12-c115-446e-a4dc-d12077751fe2,ade4f248-2697-470e-aecb-27eba921ad0b,DGCA / NEW MISCELLANEOUS / 258,72,DGCA-25012(05)/103/2023-AW,Use of Indian MOGAS on Indian registered Aircraft.,MIS,13-Feb-2024,DGCA / NEW MISCELLANEOUS / 258,,,0:00,,This MISC MOD applies to Tecnam P2006T and Tecnam 2008JC Aircraft Model Which are fitted with Rotax 912 Series engines.
157b8d12-c115-446e-a4dc-d12077751fe2,ade4f248-2697-470e-aecb-27eba921ad0b,DGCA / NEW MISCELLANEOUS / 260,25,FAA AD 2024-20-07,"Joint Aircraft System Component (JASC) Code: 2560, Emergency Equipment; and 3212, Emergency Flotation Section",MIS,08-Nov-2024,DGCA / NEW MISCELLANEOUS / 260,,,0:00,,"Bell Textron Canada Limited Model 206A, 206B, 206L, 206L-1, 206L-3, 206L-4 and 407 helicopters modified by STC SR01535LA"
157b8d12-c115-446e-a4dc-d12077751fe2,ade4f248-2697-470e-aecb-27eba921ad0b,DGCA / NEW MISCELLANEOUS / 262,34,FAA AD 2025-07-01,"Joint Aircraft System Component (JASC) Code 3417, Air Data Computer.",MIS,11-Apr-2025,DGCA / NEW MISCELLANEOUS / 262,,,0:00,,This AD applies to THOMMEN AIRCRAFT EQUIPMENT AG (THOMMEN) AC32 Digital Air Data Computers (ADCs) having an affected part as defined in paragraph (f)(1) of this AD.
157b8d12-c115-446e-a4dc-d12077751fe2,ade4f248-2697-470e-aecb-27eba921ad0b,DGCA / NEW MISCELLANEOUS / 263,25,UK CAA AD No. G-2025-0002,ATA: 25 - Equipment / Furnishings - Pilot & Co-Pilot Seats - Inspection / Modification.,MIS,16-Apr-2025,DGCA / NEW MISCELLANEOUS / 263,,,0:00,,"Type 3A063 pilot and co-pilot crew seats, identified by series Part Number (P/N) in Table below These crew seats are known to be installed on, but not limited to, ATR-GIE Avions de Transport Régional ATR 42 and ATR 72 aeroplanes"
157b8d12-c115-446e-a4dc-d12077751fe2,ade4f248-2697-470e-aecb-27eba921ad0b,DGCA / NEW MISCELLANEOUS / 263R1,25,UK CAA AD No. G-2025-0002 - Correction,ATA: 25 - Equipment / Furnishings - Pilot & Co-Pilot Seats - Inspection / Modification,MIS,30-Apr-2025,DGCA / NEW MISCELLANEOUS / 263R1,,,0:00,,"Type 3A063 pilot and co-pilot crew seats, identified by series Part Number (P/N) in Table below These crew seats are known to be installed on, but not limited to, ATR-GIE Avions de Transport Régional ATR 42 and ATR 72 aeroplanes."
