tenant_id,assembly_models,code_form_no,ata_code,reference_amp,description,category_code,issue_date,directive_no,is_rii,show_in_c_of_a,estimated_man_hours,note,applicability
157b8d12-c115-446e-a4dc-d12077751fe2,838697ff-b6ab-46e4-9aad-def266b918bc,DGCA / NEW MISC / 261,78,EASA AD 2024-0221,ATA 78 - Exhaust - Engine / Turbocharger Exhaust System / Components - Inspection,MIS,04-Dec-2024,DGCA / NEW MISC / 261,,,0:00,,"This AD applies to all turbocharged reciprocating engine-powered aircraft and turbocharged reciprocating engines, types and models that have an affected part installed, as well as to those for which an affected part is eligible for installation"
157b8d12-c115-446e-a4dc-d12077751fe2,838697ff-b6ab-46e4-9aad-def266b918bc,DGCA / NEW MISCELLAN EOUS / 237R1,25,FAA AD 2024-26-02,"Joint Aircraft System Component (JASC) Code: 2500, Cabin Equipment/Furnishings",MIS,17-Feb-2025,DGCA / NEW MISCELLAN EOUS / 237R1,,,0:00,,"This AD applies to all airplanes and helicopters, certificated in any category, with a restraint system with a Pacific Scientific Company plastic rotary buckle assembly (buckle) part number (P/N) 1111430 or P/N 1111475 (all dash numbers) installed having a date of manufacture on or before May 31, 2007, or an unknown date of manufacture, except not those buckles repaired with the installation of an airworthy buckle handle after May 31, 2007, and marked with a BLUE logo on the center button."
157b8d12-c115-446e-a4dc-d12077751fe2,838697ff-b6ab-46e4-9aad-def266b918bc,DGCA / NEW MISCELLAN EOUS / 258,28,DGCA-25012(05)/103/2 023-AW,Use of Indian MOGAS on Indian registered Aircraft.,MIS,13-Feb-2024,DGCA / NEW MISCELLAN EOUS / 258,,,0:00,,This MISC MOD applies to Tecnam P2006T and Tecnam 2008JC Aircraft Model Which are fitted with Rotax 912 Series engines.
157b8d12-c115-446e-a4dc-d12077751fe2,838697ff-b6ab-46e4-9aad-def266b918bc,DGCA / NEW MISCELLAN EOUS / 260,78,FAA AD 2024-20-07,"Joint Aircraft System Component (JASC) Code: 2560, Emergency Equipment; and 3212,Emergency FlotationSection.",MIS,08-Nov-2024,DGCA / NEW MISCELLAN EOUS / 260,,,0:00,,"Airbus Helicopters Deutschland GmbH (AHD) Model BO-105A, BO-105C, BO-105S, and BO-105LS A-3 helicopters modified by STC SR00856LA; Model EC135P1, EC135P2, EC135P2+, EC135P3, EC135T1, EC135T2, EC135T2+, and EC135T3 helicopters modified by STC SR01855LA; and Model MBB-BK 117 C-2 and MBB-BK 117 D-2 helicopters modified by STC SR02244LA."
157b8d12-c115-446e-a4dc-d12077751fe2,838697ff-b6ab-46e4-9aad-def266b918bc,DGCA / NEW MISCELLAN EOUS / 262,34,FAA AD 2025-07-01,"Joint Aircraft System Component (JASC) Code 3417, Air Data Computer",MIS,11-Apr-2025,DGCA / NEW MISCELLAN EOUS / 262,,,0:00,,This AD applies to THOMMEN AIRCRAFT EQUIPMENT AG (THOMMEN) AC32 Digital Air Data Computers (ADCs) having an affected part as defined in paragraph (f)(1) of this AD
157b8d12-c115-446e-a4dc-d12077751fe2,838697ff-b6ab-46e4-9aad-def266b918bc,DGCA / NEW MISCELLAN EOUS / 263,25,UK CAA AD No. G-2025-0002,ATA: 25 - Equipment /Furnishings - Pilot & Co-Pilot Seats - Inspection /Modification.,MIS,16-Apr-2025,DGCA / NEW MISCELLAN EOUS / 263,,,0:00,,"Type 3A063 pilot and co-pilot crew seats, identified by series Part Number (P/N) in Table below. These crew seats are known to be installed on, but not limited to, ATR-GIE Avions de Transport Régional ATR 42 and ATR 72 aeroplanes."
157b8d12-c115-446e-a4dc-d12077751fe2,838697ff-b6ab-46e4-9aad-def266b918bc,DGCA / NEW MISCELLAN EOUS / 263R1,25,UK CAA AD No. G-2025-0002 -Correction,ATA: 25 - Equipment / Furnishings - Pilot & Co-Pilot Seats - Inspection/ Modification,MIS,30-Apr-2025,DGCA / NEW MISCELLAN EOUS / 263R1,,,0:00,,"Type 3A063 pilot and co-pilot crew seats, identified by series Part Number (P/N) in Table below These crew seats are known to be installed on, but not limited to, ATR-GIE Avions de Transport Régional ATR 42 and ATR 72 aeroplanes."
157b8d12-c115-446e-a4dc-d12077751fe2,838697ff-b6ab-46e4-9aad-def266b918bc,DGCA / NEW MISCELLAN EOUS / 264,34,EASA AD 2025-0088,ATA 34 - Navigation - Satellite Based Augmentation Systems / Global Positioning System Receiver - Replacement.,MIS,17-Apr-2025,DGCA / NEW MISCELLAN EOUS / 264,,,0:00,,"Rockwell Collins GPS-4000S, GLU-2100, GLUS-2100 and GLUS-2100A receivers, having a Part Number (P/N) as listed in Appendix 1 of this AD, all serial numbers"
157b8d12-c115-446e-a4dc-d12077751fe2,838697ff-b6ab-46e4-9aad-def266b918bc,DGCA / NEW MISCELLAN EOUS /259,22,FAA AD 2024-14-03,"Joint Aircraft System Component (JASC) Code 2210, Autopilot System.",MIS,19-Jul-2024,DGCA / NEW MISCELLAN EOUS /259,,,0:00,,"This AD applies to all airplane models specified in Table 1 to paragraph (c) of this AD, certificated in any category, having a Garmin GFC 500 Autopilot System that includes an optional GSA 28 pitch trim servo installed per Supplemental Type Certificate No. SA01866WI using Master Drawing List 005-01264-00, Revisions 1 through 76."
157b8d12-c115-446e-a4dc-d12077751fe2,838697ff-b6ab-46e4-9aad-def266b918bc,DGCA / NEW MISCELLANEOUS / 153 R16,25,EASA AD 2015-0226 R8,ATA 25 - Equipment / Furnishings - Hoist - Test / Replacement.,MIS#,21-Jul-2025,DGCA / NEW MISCELLANEOUS / 153 R16,,,0:00,,"This AD applies to the following helicopters, when equipped with a Goodrich hoist having a Part Number (P/N) as listed in Table 1 of this AD: Leonardo AW109SP, AB139, AW139 and AB412 (all models) helicopters, all serial numbers (s/n); BTI 212, 214 and 412 helicopters (all models), all s/n; BTCL 429 and 430 helicopters, all s/n; AH AS 365 N3, AS 332 L2 and EC225 LP helicopters, all s/n; AHD MBB-BK117 C-2, EC135 and EC635 (all models) helicopters, all s/n; MDHI MD900 helicopters, all s/n; and Sikorsky S-61 (all models), S-76A, S-76B, S-76C and S-92A helicopters, all s/n."
157b8d12-c115-446e-a4dc-d12077751fe2,838697ff-b6ab-46e4-9aad-def266b918bc,DGCA / NEW MISCELLANEOUS / 237R1,25,FAA AD 2024-26-02,"Joint Aircraft System Component (JASC) Code: 2500, Cabin Equipment/Furnishings",MIS,17-Feb-2025,DGCA / NEW MISCELLANEOUS / 237R1,,,0:00,,"This AD applies to all airplanes and helicopters, certificated in any category, with a restraint system with a Pacific Scientific Company plastic rotary buckle assembly (buckle) part number (P/N) 1111430 or P/N 1111475 (all dash numbers) installed having a date of manufacture on or before May 31, 2007, or an unknown date of manufacture, except not those buckles repaired with the installation of an airworthy buckle handle after May 31, 2007, and marked with a BLUE logo on the center button."
157b8d12-c115-446e-a4dc-d12077751fe2,838697ff-b6ab-46e4-9aad-def266b918bc,DGCA / NEW MISCELLANEOUS / 258,72,DGCA-25012(05)/103/2023-AW,Use of Indian MOGAS on Indian registered Aircraft.,MIS,13-Feb-2024,DGCA / NEW MISCELLANEOUS / 258,,,0:00,,This MISC MOD applies to Tecnam P2006T and Tecnam 2008JC Aircraft Model Which are fitted with Rotax 912 Series engines.
157b8d12-c115-446e-a4dc-d12077751fe2,838697ff-b6ab-46e4-9aad-def266b918bc,DGCA / NEW MISCELLANEOUS / 260,25,FAA AD 2024-20-07,"Joint Aircraft System Component (JASC) Code: 2560, Emergency Equipment; and 3212, Emergency Flotation Section.",MIS,08-Nov-2024,DGCA / NEW MISCELLANEOUS / 260,,,0:00,,"Airbus Helicopters Deutschland GmbH (AHD) Model BO-105A, BO-105C, BO-105S, and BO-105LS A-3 helicopters modified by STC SR00856LA; Model EC135P1, EC135P2, EC135P2+, EC135P3, EC135T1, EC135T2, EC135T2+, and EC135T3 helicopters modified by STC SR01855LA; and Model MBB-BK 117 C-2 and MBB-BK 117 D-2 helicopters modified by STC SR02244LA."
157b8d12-c115-446e-a4dc-d12077751fe2,838697ff-b6ab-46e4-9aad-def266b918bc,DGCA / NEW MISCELLANEOUS / 262,34,FAA AD 2025-07-01,"Joint Aircraft System Component (JASC) Code 3417, Air Data Computer",MIS,11-Apr-2025,DGCA / NEW MISCELLANEOUS / 262,,,0:00,,This AD applies to THOMMEN AIRCRAFT EQUIPMENT AG (THOMMEN) AC32 Digital Air Data Computers (ADCs) having an affected part as defined in paragraph (f)(1) of this AD.
157b8d12-c115-446e-a4dc-d12077751fe2,838697ff-b6ab-46e4-9aad-def266b918bc,DGCA / NEW MISCELLANEOUS / 263,25,UK CAA AD No. G-2025-0002,ATA: 25 - Equipment / Furnishings - Pilot & Co-Pilot Seats - Inspection / Modification.,MIS,16-Apr-2025,DGCA / NEW MISCELLANEOUS / 263,,,0:00,,"Type 3A063 pilot and co-pilot crew seats, identified by series Part Number (P/N) in Table below. These crew seats are known to be installed on, but not limited to, ATR-GIE Avions de Transport Régional ATR 42 and ATR 72 aeroplanes."
157b8d12-c115-446e-a4dc-d12077751fe2,838697ff-b6ab-46e4-9aad-def266b918bc,DGCA / NEW MISCELLANEOUS / 263R1,25,UK CAA AD No. G-2025-0002 - Correction,ATA: 25 - Equipment / Furnishings - Pilot & Co-Pilot Seats - Inspection / Modification,MIS,30-Apr-2025,DGCA / NEW MISCELLANEOUS / 263R1,,,0:00,,"Type 3A063 pilot and co-pilot crew seats, identified by series Part Number (P/N) in Table below These crew seats are known to be installed on, but not limited to, ATR-GIE Avions de Transport Régional ATR 42 and ATR 72 aeroplanes."
157b8d12-c115-446e-a4dc-d12077751fe2,838697ff-b6ab-46e4-9aad-def266b918bc,DGCA / NEW MISCELLANEOUS / 264,34,EASA AD 2025-0088,ATA 34 - Navigation - Satellite Based Augmentation Systems / Global Positioning System Receiver - Replacement.,MIS,17-Apr-2025,DGCA / NEW MISCELLANEOUS / 264,,,0:00,,"Rockwell Collins GPS-4000S, GLU-2100, GLUS-2100 and GLUS-2100A receivers, having a Part Number (P/N) as listed in Appendix 1 of this AD, all serial numbers"
157b8d12-c115-446e-a4dc-d12077751fe2,838697ff-b6ab-46e4-9aad-def266b918bc,DGCA / NEW MISCELLANEOUS / 266,25,UK CAA AD Number: G-2025-0005,Equipment / Furnishings -Passenger Seats - Modification,MIS,18-Sep-2025,DGCA / NEW MISCELLANEOUS / 266,,,0:00,,Acro Series 9 Passenger Seats with the part number listed in Appendix 1 to this AD
157b8d12-c115-446e-a4dc-d12077751fe2,838697ff-b6ab-46e4-9aad-def266b918bc,DGCA / NEW MISCELLANEOUS / 268,34,"DGCA letter reference no.: DGCA-21011/2/2022-AW, dated 19/11/2025",5G C-Band (3300 - 3600 MHz) - Fitment of modified Radio Altimeters on aircraft - reg,MIS,19-Nov-2025,DGCA / NEW MISCELLANEOUS / 268,,,0:00,,"This order applies to all airplanes certificated in any category, equipped with radio altimeteris). These radio altimeters are installed on various airplane models including but not limited to. the airplanes for which the design approval holder is identified below: 1. Airbus 2 American Champion Aircraft Corporation 3 ATR-GIE Avions De Transport Regional 4. BAe Systems 5 Boeing Company 6. Bombardier Inc 7. Cirrus Design Corporation 8. Dassault Aviation 9 Diamond Aircraft Industries 10. Eclipse Aviatie Corporation 11. Embraer Emply Brasileira de Aeronáutica SA 12. EVEKTOR, spol. sr.o. 13. Gippsland Acronautics, Australia 14 Grob Aircraft SE 15. Gulfstream Aerospace 16. Honda Aircraft Company 17 LET Kunovice (Aircraft Industries, a.5.1 18 Maule Air Inc. 19. OMA SUD SPA Sky Technologies 20. Pacific Aerospace Ltd. 21. Piaggio Aero Industries 22. Pilatus Aircraft Ltd. 23 Piper Aircraft Corporation 24. Polskie Zuklady Lotnicze Sp/a.o 25. Quest Aircrall Company 26. Stemme GmbH 27. ?????? Aircrati Company 28. Textron Aviation Inc 29. Vaking Air Ltd. 11 win Otteri 30. Varus 31. Yabora Indústria Aeronáutica SA 32. Zlin Aircraft as"
