EnquiryID,EnquiryDate,EnquiryNo,CompanyName,ShipmentMoveDate,PortOfOrigin,PortOfDischarge,NoOfContainer,EnquiryType,ReceivedBy,Remarks,Description,Class,UNNo,PackingType,HazRemarks,IsHaz,CreatedBy,CreatedOn,ModifiedOn,IsDeleted,Hazweight,HazVolume,OriginCountry,DestinationCountry,OrignState,DestinationState,OriginCity,DestinationCity,Department,IsDraft,OrgnRailRampId,DestnTerminalId,PickupType,PickupRemark,CustomerInqNo,DelRemarks,UpdatedBy,BillTo,BillToCompanyId,LicenseType,isapproved_enq,sourceofcontact,SitName,DestinationDoor,OriginDoor,GalRepID
121,2018-09-14 00:00:00.000,INQ107045,Junk Trucks  Wanted LLC1111,2018-09-14 00:00:00.000,Savannah,Port Said,1,By Email,NULL,NA,NULL,NULL,NULL,NULL,,0,NULL,2018-09-14 14:20:11.980,NULL,1,NULL,NULL,USA,Egypt,NULL,Florida,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,NULL,NA,NULL,1,6517,1,NULL,NULL,MUMBAI (MUM),NULL,NULL,177
426,2021-04-27 00:00:00.000,INQ1010879,International Shipping Link INC,NULL,PORT OF RICHMOND,Riyadh Saudi,1,By Email,NULL,TEST INQ,NULL,NULL,NULL,NULL,NULL,0,NULL,2021-04-27 12:32:44.967,2024-07-18 00:24:16.747,0,NULL,NULL,USA,Saudi Arabia,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1,0,,Sales & Marketing,NULL,NULL,NULL
430,2021-05-05 00:00:00.000,INQ1010919,FCP Worldwide Logistics (Pvt.) Ltd,NULL,PORTSMOUTH OF NORTH HAMPSHIRE,KARACHI,1,By Email,NULL,ENQUIRY OF 5TH MAY  2021,NULL,NULL,NULL,NULL,NULL,0,NULL,2021-05-05 12:00:21.587,2024-07-18 00:23:45.813,0,NULL,NULL,USA,Pakistan,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1,0,,Sales & Marketing,NULL,NULL,NULL
434,2021-06-04 00:00:00.000,INQ1011096,FCP Worldwide Logistics (Pvt.) Ltd,NULL,NEW YORK HARBOR,KARACHI,1,By Email,NULL,ONE OUT OF TWO QUERIES. ADDED 40'FT ALSO,NULL,NULL,NULL,NULL,NULL,0,NULL,2021-06-04 14:05:01.430,2021-06-04 14:11:07.253,1,NULL,NULL,USA,Pakistan,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,NULL,wrong query,NULL,NULL,NULL,1,NULL,NULL,New Jersey (EWR),NULL,NULL,NULL
442,2021-07-07 00:00:00.000,INQ1011277,M.G. Logistics,NULL,Minneapolis,KARACHI,1,By Email,NULL,HAS TO SEND THE QUTATION,NULL,NULL,NULL,NULL,NULL,0,NULL,2021-07-07 13:51:58.360,2024-07-17 03:38:28.660,0,NULL,NULL,USA,Pakistan,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1,0,,Sales & Marketing,NULL,NULL,NULL
443,2021-07-08 00:00:00.000,INQ1011285,Global Logistic Solutions Pakistan,NULL,Norfolk,KARACHI,1,By Email,NULL,QUOTATION HAS TO BE SEND,NULL,NULL,NULL,NULL,NULL,0,NULL,2021-07-08 10:04:46.033,2024-07-17 03:38:16.337,0,NULL,NULL,USA,Pakistan,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1,0,,Sales & Marketing,NULL,NULL,NULL
446,2021-07-22 00:00:00.000,INQ1011347,CJI LOGISTIC CHINA,NULL,Los Angeles,Lian Hua Shan,1,By Email,NULL,INQUIRY CREATED,NULL,NULL,NULL,NULL,NULL,0,NULL,2021-07-22 13:41:05.583,2024-07-17 03:36:31.820,0,NULL,NULL,USA,China,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1,0,,Sales & Marketing,NULL,NULL,NULL
451,2021-08-20 00:00:00.000,INQ1011538,SAP Global Logistics,NULL,None,None,1,By Email,NULL,TRIAL 1  HAS TO BE  COMPLETED,NULL,NULL,NULL,NULL,NULL,0,NULL,2021-08-20 13:05:09.480,2021-08-20 13:10:35.447,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,NULL,gk' s client,NULL,NULL,NULL,1,NULL,NULL,Inside Sales Group,NULL,NULL,NULL
455,2021-08-30 00:00:00.000,INQ1011574,WEPORT,2021-09-01 00:00:00.000,DENVER,San Jose ,1,By Email,NULL,ARJUN ASKED JUST TO CREATE INQUIRY,NULL,NULL,NULL,NULL,NULL,0,NULL,2021-08-30 10:37:14.650,NULL,1,NULL,NULL,USA,Guatemala,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,NULL,duplicate,NULL,NULL,NULL,1,NULL,NULL,Inside Sales Group,NULL,NULL,NULL
456,2021-08-30 00:00:00.000,INQ1011575,Vertex Express Freight Forwarder1111,2021-09-01 00:00:00.000,Long Beach,Port Said,NULL,By Email,NULL,ARJUN ASKED TO MAKE JUST INQUIRY,NULL,NULL,NULL,NULL,NULL,0,NULL,2021-08-30 10:49:28.653,NULL,1,NULL,NULL,USA,Egypt,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,NULL,duplicate,NULL,NULL,NULL,1,NULL,NULL,Inside Sales Group,NULL,NULL,NULL
463,2022-03-26 00:00:00.000,INQ1012675,FLASH EXPRESS LOGISTICS,2022-04-02 00:00:00.000,NEW YORK,JAKARTA,2,By Email,NULL,Cargo details awaited refer mail dated 25 th March from HH to customer,NULL,NULL,NULL,NULL,NULL,0,NULL,2022-03-26 06:25:37.100,NULL,1,NULL,NULL,USA,Indonesia,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,NULL,customer never came back with a reply,NULL,1,15393,1,NULL,NULL,Inside Sales Group,NULL,NULL,NULL
464,2022-04-12 00:00:00.000,INQ1012724,"SHANGHAI OJI INTERNATIONAL TRANSPORTATION CO.,LTD",2022-04-19 00:00:00.000,Norfolk,changsha,1,By Email,NULL,WAITING FOR ACTUAL DIMS & WEIGHT FROM THE CUSTOMER,NULL,NULL,NULL,NULL,NULL,0,NULL,2022-04-12 01:48:49.310,NULL,1,NULL,NULL,USA,China,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,NULL,Customer never reply,NULL,1,15477,1,NULL,NULL,Inside Sales Group,NULL,NULL,NULL
466,2022-05-23 00:00:00.000,INQ1012880,ARIKAS LOGISTICS,2022-05-30 00:00:00.000,Minneapolis,Mumbai,1,By Email,NULL,INSUFFICIENT INFO BY THE AGENT.,NULL,NULL,NULL,NULL,,0,NULL,2022-05-23 08:08:44.230,NULL,1,NULL,NULL,USA,India,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,NULL,Inactive,NULL,1,12990,1,NULL,NULL,Inside Sales Group,NULL,NULL,NULL
469,2022-06-01 00:00:00.000,INQ20108,VAT FORWARDING JSC.,2022-06-08 00:00:00.000,HO CHI MINH CITY,Atlanta,1,By Email,NULL,Waiting for customer feedback,NULL,NULL,NULL,NULL,NULL,0,NULL,2022-05-31 18:34:39.650,NULL,1,NULL,NULL,Vietnam,USA,NULL,NULL,NULL,NULL,Ocean Import,1,NULL,NULL,0,NULL,NULL,Duplicate,NULL,1,15606,1,NULL,NULL,Inside Sales Group,NULL,NULL,NULL
480,2022-09-09 00:00:00.000,INQ1013532,KRYSTAL LOGISTICS,2022-09-19 00:00:00.000,Los Angeles,SHANGHAI,2,By Email,NULL,QUOTATION TO BE CREATED BY WEAAM,NULL,NULL,NULL,NULL,NULL,0,NULL,2022-09-09 10:19:44.597,NULL,1,NULL,NULL,USA,China,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,NULL,COMPANY  DETAILS WRONG,NULL,1,16104,1,NULL,NULL,Inside Sales Group,NULL,NULL,NULL
493,2023-02-16 00:00:00.000,INQ1014405,ATLAS LOGISTICS INTERNATIONAL,NULL,None,None,NULL,By Email,NULL,Tis is for marketing,NULL,NULL,NULL,NULL,NULL,0,NULL,2023-02-16 03:02:46.933,2023-02-16 03:15:14.970,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,NULL,This was a test record captured by Chaks and hence deleted by him,NULL,NULL,NULL,1,NULL,NULL,CAM,NULL,NULL,240
509,2023-10-06 00:00:00.000,INQ1016279,STANDPRO INC,1900-01-01 00:00:00.000,"Laredo, TX",hong kong,1,By Email,NULL,"EXW- Major Texas Printing Company,  1500 W, Mockingbird Lane, Dallas, TX 75235",NULL,NULL,NULL,NULL,NULL,0,NULL,2023-10-06 11:55:09.450,2023-10-06 11:58:08.763,0,NULL,NULL,USA,China,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,NULL,NULL,NULL,1,15062,1,NULL,NULL,CAM,NULL,NULL,NULL
719,2024-03-25 00:00:00.000,INQ1017763,MGL INQUIRY PURPOSE,2024-03-31 00:00:00.000,NEW YORK,MUNDRA,1,By Email,NULL,QUOTATION,NULL,NULL,NULL,NULL,NULL,0,NULL,2024-03-25 12:38:58.020,NULL,1,NULL,NULL,USA,India,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,NULL,duplicate,NULL,1,18031,1,NULL,NULL,Inside Sales Group,NULL,NULL,NULL
720,2024-03-25 00:00:00.000,INQ1017765,PERUVIAN SUPPLY PARTNERS,2024-03-31 00:00:00.000,"PORT HURON, MI",MUNDRA,2,By Email,NULL,QUOTATION,NULL,NULL,NULL,NULL,NULL,0,NULL,2024-03-25 14:28:36.787,NULL,1,NULL,NULL,USA,India,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,NULL,DUPLICATE,NULL,1,15782,1,NULL,NULL,Inside Sales Group,NULL,NULL,NULL
721,2024-03-25 00:00:00.000,INQ1017769,MGL INQUIRY PURPOSE,2024-03-31 00:00:00.000,"Laredo, TX",Callao,1,By Email,NULL,QUOTATION,NULL,NULL,NULL,NULL,NULL,0,NULL,2024-03-25 17:25:46.970,NULL,1,NULL,NULL,USA,Peru,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,NULL,DUPLICATE,NULL,1,18031,1,NULL,NULL,Inside Sales Group,NULL,NULL,NULL
757,2024-06-14 00:00:00.000,INQ1018252,BRAVIA SUPPLY,2024-06-17 00:00:00.000,U.S.A.,Callao,1,By Email,NULL,QUOTATION,NULL,NULL,NULL,NULL,NULL,0,NULL,2024-06-14 09:28:26.770,NULL,0,NULL,NULL,USA,Peru,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,NULL,NULL,NULL,1,16437,1,0,EMAIL,Inside Sales Group,NULL,NULL,NULL
758,2024-06-14 00:00:00.000,INQ1018253,BRAVIA SUPPLY,2024-06-17 00:00:00.000,U.S.A.,Callao,1,By Email,NULL,QUOTATION,NULL,NULL,NULL,NULL,NULL,0,NULL,2024-06-14 09:30:36.023,NULL,0,NULL,NULL,USA,Peru,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,NULL,NULL,NULL,1,16437,1,0,EMAIL,Inside Sales Group,NULL,NULL,NULL
760,2024-06-24 00:00:00.000,INQ1018299,Shanghai Senting International Freight Forwarding ,2024-06-29 00:00:00.000,U.S.A.,SHANGHAI,2,By Email,NULL,QUOTATION,NULL,NULL,NULL,NULL,NULL,0,NULL,2024-06-24 10:09:20.800,NULL,0,NULL,NULL,USA,China,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,NULL,NULL,NULL,1,18234,1,0,,Inside Sales Group,NULL,NULL,NULL
761,2024-06-24 00:00:00.000,INQ1018302,Preferred Tool & Die Inc,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2024-06-24 11:19:38.310,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,Sales & Marketing,NULL,NULL,NULL
762,2024-06-24 00:00:00.000,INQ1018303,Gibbs Interwire,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2024-06-24 11:28:09.537,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,Sales & Marketing,NULL,NULL,NULL
763,2024-06-24 00:00:00.000,INQ1018306,American Specialties Inc.,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2024-06-24 11:41:53.530,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,Sales & Marketing,NULL,NULL,NULL
765,2024-06-25 00:00:00.000,INQ1018321,Sepro Mixing & Pumping,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2024-06-25 10:39:06.627,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,Sales & Marketing,NULL,NULL,NULL
767,2024-06-25 00:00:00.000,INQ1018328,PANORAMA LOGISTICS,2024-06-30 00:00:00.000,U.S.A.,Santos,1,By Email,NULL,QUOTATION,NULL,NULL,NULL,NULL,NULL,0,NULL,2024-06-25 14:17:13.213,NULL,0,NULL,NULL,USA,Brazil,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,NULL,NULL,NULL,1,17442,1,0,EMAIL,Inside Sales Group,NULL,NULL,NULL
768,2024-06-25 00:00:00.000,INQ1018333,Innglo Global Shipping LLC,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2024-06-25 16:52:15.017,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,Sales & Marketing,NULL,NULL,NULL
769,2024-06-26 00:00:00.000,INQ1018335,American Auto Centers,2024-07-03 00:00:00.000,TEXAS,JEBEL ALI,2,By Email,NULL,QUOTATION,NULL,NULL,NULL,NULL,NULL,0,NULL,2024-06-26 09:43:34.240,NULL,0,NULL,NULL,    United States of America                      ,United Arab Emirates,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,NULL,NULL,NULL,1,18243,1,0,,Inside Sales Group,NULL,NULL,NULL
770,2024-06-26 00:00:00.000,INQ1018337,Lefkas Inc. & Burnt Circuit Inc.,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2024-06-26 11:01:02.537,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,Sales & Marketing,NULL,NULL,NULL
771,2024-06-26 00:00:00.000,INQ1018340,American Auto Centers,NULL,TEXAS,JEBEL ALI,2,By Email,NULL,QUOTATION,NULL,NULL,NULL,NULL,NULL,0,NULL,2024-06-26 11:26:33.453,NULL,0,NULL,NULL,    United States of America                      ,United Arab Emirates,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,NULL,NULL,NULL,1,18243,1,0,,Inside Sales Group,NULL,NULL,NULL
772,2024-06-26 00:00:00.000,INQ1018341,American Auto Centers,NULL,TEXAS,JEBEL ALI,2,By Email,NULL,QUOTATION,NULL,NULL,NULL,NULL,NULL,0,NULL,2024-06-26 11:35:58.757,NULL,0,NULL,NULL,    United States of America                      ,United Arab Emirates,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,NULL,NULL,NULL,1,18243,1,0,,Inside Sales Group,NULL,NULL,NULL
773,2024-06-26 00:00:00.000,INQ1018343,American Auto Centers,NULL,TEXAS,Jeddah,2,By Email,NULL,QUOTATION TO BE PREPARED,NULL,NULL,NULL,NULL,NULL,0,NULL,2024-06-26 11:42:54.893,NULL,0,NULL,NULL,    United States of America                      ,Saudi Arabia,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,NULL,NULL,NULL,1,18243,1,0,,Inside Sales Group,NULL,NULL,NULL
774,2024-06-26 00:00:00.000,INQ1018345,AHMAD YOUSEFF M.AL MESNED TRADINGCO,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2024-06-26 11:51:09.153,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,Sales & Marketing,NULL,NULL,NULL
775,2024-06-26 00:00:00.000,INQ1018348,Luminex Shipping LLC,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2024-06-26 14:38:15.993,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,Hamid Hussaini,NULL,NULL,NULL
778,2024-06-28 00:00:00.000,INQ1018367,BRIAN  NGUYEN,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2024-06-28 13:17:55.473,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,Inside Sales Group,NULL,NULL,NULL
780,2024-07-01 00:00:00.000,INQ1018383,SHANGHAI LIN YUAN TRADE LIMITED,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2024-07-01 13:43:41.970,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,Inside Sales Group,NULL,NULL,NULL
781,2024-07-07 00:00:00.000,INQ1018404,GM Machinery Movers,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2024-07-07 02:55:22.837,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,Sales & Marketing,NULL,NULL,NULL
783,2024-07-09 00:00:00.000,INQ1018427,HB Fuller Construction Products Inc,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2024-07-09 19:51:31.427,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,Sales & Marketing,NULL,NULL,NULL
791,2024-07-12 00:00:00.000,INQ1018451,Shri Springlake LLC.,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2024-07-12 15:05:21.833,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,MUMBAI (MUM),NULL,NULL,NULL
792,2024-07-15 00:00:00.000,INQ1018468,Feroleto Steel Co Inc,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2024-07-15 14:53:29.733,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,Sales & Marketing,NULL,NULL,NULL
793,2024-07-16 00:00:00.000,INQ1018473,"City Ocean Logistics Co.,Ltd.",NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2024-07-16 11:41:29.353,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,Inside Sales Group,NULL,NULL,NULL
794,2024-07-16 00:00:00.000,INQ1018475,DONALDSON CO INC,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2024-07-16 12:45:28.660,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,Inside Sales Group,NULL,NULL,NULL
795,2024-07-16 00:00:00.000,INQ1018478,DONALDSON MIDDLE EAST FILTRATION SYSTEMS LLC,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2024-07-16 13:07:30.377,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,Sales & Marketing,NULL,NULL,NULL
796,2024-07-16 00:00:00.000,INQ1018485,AL JOAIB INTERNATIONAL COMPANY,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2024-07-16 14:51:28.590,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,Sales & Marketing,NULL,NULL,NULL
797,2024-07-16 00:00:00.000,INQ1018494,Nishan Transport Inc.,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2024-07-16 16:03:29.020,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,MUMBAI (MUM),NULL,NULL,NULL
798,2024-07-18 00:00:00.000,INQ1018512,ROADONE INTERMODALOGISTICS,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2024-07-18 17:54:33.410,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,Inside Sales Group,NULL,NULL,NULL
801,2024-07-21 00:00:00.000,INQ1018524,"Energy Kinetics, LLC111111",NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2024-07-21 04:24:35.313,2025-08-19 08:55:23.943,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,CAIRO (CAI),NULL,NULL,NULL
802,2024-07-22 00:00:00.000,INQ1018527,FREIGHT WORLD GROUP,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2024-07-22 08:58:59.490,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,Sales & Marketing,NULL,NULL,NULL
803,2024-07-22 00:00:00.000,INQ1018534,"123 Security Products, Inc.",NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2024-07-22 15:16:15.990,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,This lead was a trial generation,NULL,NULL,NULL,1,0,,New Jersey (EWR),NULL,NULL,NULL
804,2024-07-22 00:00:00.000,INQ1018535,"123 Security Products, Inc.",NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2024-07-22 15:19:26.853,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,Duplicate,NULL,NULL,NULL,1,0,,Sales & Marketing,NULL,NULL,NULL
805,2024-07-23 00:00:00.000,INQ1018539,Petersen Products,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2024-07-23 11:45:12.460,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,Sales & Marketing,NULL,NULL,NULL
806,2024-07-23 00:00:00.000,INQ1018541,A&M Intermodal Inc.,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2024-07-23 12:36:44.527,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,MUMBAI (MUM),NULL,NULL,NULL
807,2024-07-23 00:00:00.000,INQ1018544,Horus Trade LLC,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2024-07-23 14:36:17.557,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,Sales & Marketing,NULL,NULL,NULL
808,2024-07-23 00:00:00.000,INQ1018545,Robeck International Freight SA Pty Ltd,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2024-07-23 14:52:48.530,2024-07-31 16:23:14.967,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,Sales & Marketing,NULL,NULL,NULL
809,2024-07-23 00:00:00.000,INQ1018546,IBRAHIM Mohammed Nasr Elshaboury,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2024-07-23 14:53:22.667,2024-07-31 16:24:28.627,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,Sales & Marketing,NULL,NULL,NULL
810,2024-07-23 00:00:00.000,INQ1018547,IT Global INC,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2024-07-23 14:57:32.323,2024-07-31 16:25:48.043,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,Sales & Marketing,NULL,NULL,NULL
811,2024-07-23 00:00:00.000,INQ1018548,MACSONS SHIPPING AGENCIES PRIVATE LIMITED,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2024-07-23 15:07:31.927,2024-07-31 16:26:46.930,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,Sales & Marketing,NULL,NULL,NULL
