EnquiryID,EnquiryNo,CompanyName,NextActionDate,Remarks,Type,CurrentDate,,
10731,INQ1010829,Manoan Transporti,2021-04-19 00:00:00.000,FOLLOW UP,Enquiry,2021-04-16 16:43:50.757,,
10738,INQ1010839,TRANS FREIGHT,2021-04-20 00:00:00.000,follow-up,Enquiry,2021-04-19 12:32:47.627,,
10789,INQ1010889,CJI LOGISTIC CHINA,2021-04-29 00:00:00.000,FOLLOWUP,Enquiry,2021-04-28 15:30:24.487,,
10967,INQ1011084,Vertex Express Freight Forwarder,2021-06-03 00:00:00.000,follow up,Enquiry,2021-06-02 17:09:16.953,,
11364,INQ1011544,TechGistics FZE,2021-08-25 00:00:00.000,REMINDER TO BE SENT ON WED. 25 AUG2021,Enquiry,2021-08-23 17:43:36.843,,
11366,INQ1011547,Vertex Express Freight Forwarder1111,2021-08-26 00:00:00.000,REMINDER TO BE SENT ON THURSDAY 26TH AUGUST,Enquiry,2021-08-24 14:31:48.080,,
11398,INQ1011582,UG MACHINERY,2021-09-01 00:00:00.000,followup,Enquiry,2021-08-31 17:12:06.907,,
11402,INQ1011586,B2B Shipping Services,2021-09-02 00:00:00.000,CREATED ON WEDNESDAY  1ST SEPT,Enquiry,2021-09-01 10:14:11.480,,
11414,INQ1011600,max logistics,2021-09-06 00:00:00.000,QUOTATION CREATED ON THURSDAY 2ND SEPT,Enquiry,2021-09-02 10:58:51.360,,
13626,INQ1011670,A & A GLOBAL,2022-12-31 00:00:00.000,Next Action date testing- 31st,Enquiry,2022-12-30 01:44:33.057,,
13846,INQ1014299,TIQE-AMERICA LLC,2023-02-08 00:00:00.000,Sent for Quotation on  7th Feb,Enquiry,2023-02-07 18:07:39.370,,
13847,INQ1014341,SAID SALEM AMEER EL SHAMY,2023-02-08 00:00:00.000,Being moved from Inquiry . take care.,Enquiry,2023-02-08 08:04:34.620,,
16516,INQ1017651,Taylor International LLC.,2024-03-11 00:00:00.000,RECEIVED ON WEDNESDAY 6TH MARCH 2024,Enquiry,2024-03-07 16:01:46.490,,
16519,INQ1017656,D.P.ENTERPRISES,2024-03-11 00:00:00.000,QOTATION HAS TO BE CREATED,Enquiry,2024-03-08 10:04:46.220,,
16520,INQ1017657,"EXPEDITORS INTL OF WASHINGTON, INC.",2024-03-11 00:00:00.000,QUOTATION HAS TO BE CREATED,Enquiry,2024-03-08 10:51:49.697,,
16521,INQ1017658,TMX Intermodal Branch,2024-03-11 00:00:00.000,COMMODITY: NARROW TAPE,Enquiry,2024-03-08 11:17:26.737,,
16523,INQ1017660,Stocklotsoverruns Inc.,2024-03-11 00:00:00.000,"TMX Intermodal Branch:  $801.48
CMACGM                               :  941USD",Enquiry,2024-03-08 13:23:28.987,,
16530,INQ1017667,IBC GLOBAL LOGISTICS FRIENDS,2024-03-12 00:00:00.000,"Gross weight: approx19.665 kg
 
EXW Cedar Rapids, Iowa via nearest POL to Hamburg / Bremerhaven",Enquiry,2024-03-11 10:49:05.303,,
16531,INQ1017669,"SINOEDA INTERNATIONAL LOGISTICS(DALIAN) CO., LTD",2024-03-12 00:00:00.000,"A 40HQ 26 ton
Rubber sheet
HS: 4002199090",Enquiry,2024-03-11 11:33:33.770,,
16533,INQ1017673,World Zone Logistics WLL,2024-03-12 00:00:00.000,"Shipment type:   Horse Feed
Quantity:             800 bags (each bag weighs 50 lbs)",Enquiry,2024-03-11 11:48:08.240,,
16538,INQ1017680,Bell International Logistics Sdn Bhd,2024-03-12 00:00:00.000,"HS Code             : 680790
Container           : 40’HC
Pick Up                : Ponca St, Baltimore, Maryland MD 21224, United States",Enquiry,2024-03-11 15:40:23.070,,
16539,INQ1017681,PACIFICO  LOGISTIC,2024-03-12 00:00:00.000,"Origin: 80 HENDRICKSON ROAD, FREEHOLD, NJ 07728",Enquiry,2024-03-11 16:38:37.210,,
16543,INQ1017687,USI freight solution,2024-03-13 00:00:00.000,QUOTATION TO BE CREATED,Enquiry,2024-03-12 11:38:12.377,,
16544,INQ1017688,Bell International Logistics Sdn Bhd,2024-03-13 00:00:00.000,TO SEND QUTATION,Enquiry,2024-03-12 12:01:47.597,,
16545,INQ1017689,Diqqah logistics,2024-03-13 00:00:00.000,QUOTATION,Enquiry,2024-03-12 13:23:08.103,,
16546,INQ1017690,Diqqah logistics,2024-03-13 00:00:00.000,QUOTATION,Enquiry,2024-03-12 13:35:23.750,,
16560,INQ1017707,MERIDIAN EXPRESS LOGISTICS,2024-03-14 00:00:00.000,DRY QUOTATION,Enquiry,2024-03-13 18:16:03.693,,
16568,INQ1017717,khaisgn,2024-03-18 00:00:00.000,QUTOTATION,Enquiry,2024-03-15 16:30:01.810,,
16569,INQ1017718,TOPASIA INTERNATIONAL LOGISTICS (NINGBO) CO. LTD,2024-03-19 00:00:00.000,DG,Enquiry,2024-03-16 18:34:26.263,,
16577,INQ1017726,ALPHA TRADING ENTERPRISE LLC,2024-03-20 00:00:00.000,Quotation,Enquiry,2024-03-19 10:36:09.780,,
16579,INQ1017728,BELGO MULTIMODAL,2024-03-20 00:00:00.000,"Fort Mill, SC 29707",Enquiry,2024-03-19 13:59:51.420,,
16583,INQ1017739,Victor Lau,2024-03-21 00:00:00.000,Quotation,Enquiry,2024-03-20 17:23:36.880,,
16587,INQ1017744,GANTAVYA WORLDWIDE,2024-03-22 00:00:00.000,QUOTATION,Enquiry,2024-03-21 16:40:50.330,,
16601,INQ1017759,Taylor International LLC.,2024-03-23 00:00:00.000,QUOTATION,Enquiry,2024-03-22 18:36:11.063,,
16602,INQ1017760,Camel Shipping Agency,2024-03-26 00:00:00.000,QUOTATION,Enquiry,2024-03-25 10:52:23.907,,
16608,INQ1017771,GANTAVYA WORLDWIDE,2024-03-27 00:00:00.000,QUOTATION,Enquiry,2024-03-26 11:34:41.113,,
16612,INQ1017776,SWING LOGISTICS,2024-03-27 00:00:00.000,QUOTATION,Enquiry,2024-03-26 17:11:45.857,,
16613,INQ1017777,CHTrade LLC,2024-03-28 00:00:00.000,QUOTATION,Enquiry,2024-03-27 11:03:17.207,,
16614,INQ1017778,GANTAVYA WORLDWIDE,2024-04-01 00:00:00.000,QUOTATION,Enquiry,2024-03-27 13:39:17.950,,
16616,INQ1017780,Global Business Exchange,2024-03-28 00:00:00.000,QUOTATION,Enquiry,2024-03-27 16:15:16.500,,
16620,INQ1017784,Marvel Freight Ltd.,2024-03-29 00:00:00.000,QUOTATION,Enquiry,2024-03-28 10:38:27.390,,
16632,INQ1017799,ALPHA TRADING ENTERPRISE LLC,2024-04-02 00:00:00.000,QUOTATION,Enquiry,2024-04-01 11:28:53.620,,
16646,INQ1017814,Victor Lau,2024-04-04 00:00:00.000,QUOTATION,Enquiry,2024-04-03 10:41:40.003,,
16659,INQ1017835,BRANKO PERU SAC,2024-04-09 00:00:00.000,QUOTATION,Enquiry,2024-04-08 11:41:12.797,,
16681,INQ1017859,Belgo Multimodal BV,2024-04-12 00:00:00.000,QUOTATION,Enquiry,2024-04-11 17:05:55.310,,
16687,INQ1017863,Taylor International LLC.,2024-04-19 00:00:00.000,QUOTATION,Enquiry,2024-04-12 12:33:59.373,,
16696,INQ1017872,American Home Foods Inc.,2024-04-16 00:00:00.000,QUOTATION,Enquiry,2024-04-15 09:55:34.690,,
16713,INQ1017893,CENTRIMEX  Vitrolles  France,2024-04-18 00:00:00.000,QUOTATION,Enquiry,2024-04-17 15:48:24.313,,
16719,INQ1017901,GANTAVYA WORLDWIDE,2024-04-19 00:00:00.000,QUOTATION,Enquiry,2024-04-18 10:29:12.663,,
16724,INQ1017917,CHTrade LLC,2024-04-23 00:00:00.000,QUOTATION,Enquiry,2024-04-22 10:19:20.163,,
16728,INQ1017921,CopEx Inc.,2024-04-23 00:00:00.000,QUOTATION,Enquiry,2024-04-22 13:42:43.063,,
16748,INQ1017949,Sea Route Shipping & Cargo Company,2024-04-27 00:00:00.000,quotation,Enquiry,2024-04-26 13:03:23.920,,
16749,INQ1017950,Sea Route Shipping & Cargo Company,2024-04-27 00:00:00.000,quotation,Enquiry,2024-04-26 13:08:53.103,,
16773,INQ1017980,Vertex Express Freight Forwarder,2024-05-01 00:00:00.000,QUOTATION,Enquiry,2024-04-30 15:18:47.423,,
16809,INQ1018025,South Ocean Freight International,2024-04-08 00:00:00.000,QUOTATION,Enquiry,2024-05-03 15:04:00.167,,
16817,INQ1018039,GANTAVYA WORLDWIDE,2024-05-08 00:00:00.000,QUOTATION,Enquiry,2024-05-07 15:05:53.413,,
16819,INQ1018041,MGL SHIPPING COMPANY,2024-05-09 00:00:00.000,QUOTATION,Enquiry,2024-05-08 12:53:48.813,,
16827,INQ1018047,PERUVIAN SUPPLY PARTNERS,2024-05-10 00:00:00.000,QUOTATION,Enquiry,2024-05-09 09:19:27.330,,
16856,INQ1018090,Vertex Express Freight Forwarder,2024-05-16 00:00:00.000,quotation,Enquiry,2024-05-15 09:16:46.503,,
16857,INQ1018091,CNB COMPUTERS INC,2024-05-16 00:00:00.000,QUOTATION,Enquiry,2024-05-15 11:19:38.160,,
16892,INQ1018128,FREIGHTAPP FZCO,2024-05-25 00:00:00.000,QUOTATION,Enquiry,2024-05-24 09:21:21.130,,
16895,INQ1018131,VICTOR VIETNAM COMPANY LIMITED,2024-05-30 00:00:00.000,QUOTATION,Enquiry,2024-05-28 13:11:11.097,,
16897,INQ1018133,GES Logistics,2024-05-29 00:00:00.000,QUOTATION,Enquiry,2024-05-28 17:24:47.883,,
16900,INQ1018139,EverBridges International,2024-05-30 00:00:00.000,QUOTATION,Enquiry,2024-05-29 16:32:43.827,,
16903,INQ1018144,Cargo Giants International PVT LTD,2024-05-31 00:00:00.000,QUOTATION,Enquiry,2024-05-30 12:01:41.623,,
16923,INQ1018167,FAST TRACK  CARGO & LOGISTICS,2024-06-05 00:00:00.000,QUOTATION,Enquiry,2024-06-04 13:27:13.867,,
16927,INQ1018170,Vertex Express Freight Forwarder,2024-06-06 00:00:00.000,QUOTATION,Enquiry,2024-06-05 13:13:44.820,,
16938,INQ1018183,PERUVIAN SUPPLY PARTNERS,2024-06-07 00:00:00.000,QUOTATION,Enquiry,2024-06-06 14:18:10.937,,
16939,INQ1018184,GANTAVYA WORLDWIDE,2024-06-08 00:00:00.000,QUOTATION,Enquiry,2024-06-06 14:38:29.123,,
16949,INQ1018198,IDnP Logistics,2024-06-11 00:00:00.000,QUOTATION,Enquiry,2024-06-10 10:26:00.193,,
16950,INQ1018199,"BOOM LOGISTICS CO., LTD",2024-06-11 00:00:00.000,QUOTATION,Enquiry,2024-06-10 14:42:34.697,,
16956,INQ1018208,SELOGISTIC,2024-06-12 00:00:00.000,QUOTATION,Enquiry,2024-06-11 12:53:04.733,,
16957,INQ1018238,Global Supply Logistics,2024-06-13 00:00:00.000,QUOTATION,Enquiry,2024-06-11 18:25:37.963,,
16962,INQ1018243,DIVINE WORLDWIDE LOGISTICS,2024-06-14 00:00:00.000,QUOTATION,Enquiry,2024-06-13 11:29:22.767,,
16965,INQ1018247,BELGO MULTIMODAL,2024-06-14 00:00:00.000,QUOTATION,Enquiry,2024-06-13 14:06:22.143,,
16967,INQ1018250,Real Mining / VR Truck Trays,2024-06-15 00:00:00.000,QUOTATION,Enquiry,2024-06-13 16:31:21.250,,
16969,INQ1018254,BRAVIA SUPPLY,2024-06-15 00:00:00.000,QUOTATION,Enquiry,2024-06-14 10:41:18.760,,
16970,INQ1018255,BRAVIA SUPPLY,2024-06-15 00:00:00.000,QUOTATION,Enquiry,2024-06-14 10:52:23.830,,
16985,INQ1018274,EverBridges International,2024-06-19 00:00:00.000,QUOTATION,Enquiry,2024-06-17 19:20:18.210,,
16986,INQ1018275,Real Mining / VR Truck Trays,2024-06-19 00:00:00.000,QUOTATION,Enquiry,2024-06-17 20:44:09.137,,
16989,INQ1018281,MARINA GROUP,2024-06-20 00:00:00.000,"Do not forget:
ETD
Route
Frequency
Validity
Free days
Cut Off
Your profit x cnt",Enquiry,2024-06-19 18:04:43.033,,
16990,INQ1018282,MARKO SERVICE Sp. z o.o.,2024-06-21 00:00:00.000,RoRo to nearest Poland European port,Enquiry,2024-06-20 11:56:55.513,,
16995,INQ1018288,Granefa Line,2024-06-21 00:00:00.000,Could you quote me as general cargo please.,Enquiry,2024-06-20 16:51:33.600,,
16996,INQ1018289,LOTAMSA,2024-06-21 00:00:00.000,quotation,Enquiry,2024-06-20 17:17:30.070,,
16997,INQ1018290,"BOOM LOGISTICS CO., LTD",2024-06-22 00:00:00.000,"•	Term: EXW",Enquiry,2024-06-21 09:25:30.720,,
17003,INQ1018300,Shanghai Senting International Freight Forwarding ,2024-06-25 00:00:00.000,We need temperature -18 degrees.,Enquiry,2024-06-24 10:16:22.010,,
17005,INQ1018304,"Xiamen Flying Logistics  Co., Ltd.",2024-06-25 00:00:00.000,There is a exw term FCL ocean shpt inquire,Enquiry,2024-06-24 11:38:11.570,,
17019,INQ1018326,Granefa Line,2024-06-26 00:00:00.000,steel door,Enquiry,2024-06-25 12:27:37.507,,
17026,INQ1018347,MARINA GROUP,2024-06-27 00:00:00.000,The cargo is ready to ship the first week of July,Enquiry,2024-06-26 14:15:49.217,,
17027,INQ1018349,Luminex Shipping LLC,2024-06-27 00:00:00.000,"Looking forward to your swift revert with vessel details, schedule and validity.",Enquiry,2024-06-26 14:44:41.597,,
17030,INQ1018356,CJI LOGISTIC CHINA,2024-06-28 00:00:00.000,"Commodity:ABS Flakes|HS Code:3903309000.
Pick up address:Division Street Unit 1 Elizabeth NJ 07201.",Enquiry,2024-06-27 10:12:30.533,,
17040,INQ1018368,BRIAN  NGUYEN,2024-07-01 00:00:00.000,We might need 4 x40’ containers there,Enquiry,2024-06-28 13:22:52.777,,
17053,INQ1018386,Real Mining / VR Truck Trays,2024-07-03 00:00:00.000,Please note that one of the Order contains products considered Hazmat. Attached MSDS.,Enquiry,2024-07-01 15:58:03.980,,
17075,INQ1018412,King Logistics Honduras (KLH),2024-07-09 00:00:00.000,"This is Jackeline from King Logistics Honduras (KLH), we are members of the WCA and GKF Network,

Could you provide us with a rate for this scenario?
Pick Up: 21490 Baker pkwy City of Industry, CA 91789",Enquiry,2024-07-08 14:46:30.640,,
17077,INQ1018416,MARINA GROUP,2024-07-09 00:00:00.000,Por favor tu apoyo con la siguiente tarifa:: Please support us with the following rate:,Enquiry,2024-07-08 15:28:40.323,,
17083,INQ1018423,EverBridges International,2024-07-10 00:00:00.000,We currently have a new shipment that needs to be delivered to the following two locations and need a quote from you,Enquiry,2024-07-09 14:26:51.700,,
17084,INQ1018424,EverBridges International,2024-07-10 00:00:00.000,We currently have a new shipment that needs to be delivered to the following two locations and need a quote from you,Enquiry,2024-07-09 14:31:31.600,,
17089,INQ1018430,Belgo Multimodal BV,2024-07-11 00:00:00.000,Up to port of POTI please,Enquiry,2024-07-10 11:04:21.047,,
17090,INQ1018431,Belgo Multimodal BV,2024-07-11 00:00:00.000,"3x40’HC COC with CMA-CGM ( we can arrange a drop off in KZ locally )
Up to port of POTI please",Enquiry,2024-07-10 11:08:47.980,,
17095,INQ1018436,Real Mining / VR Truck Trays,2024-07-12 00:00:00.000,":  1- Crate  45” X 66” x52” = 2400lbs.        
Total pcs: 1   Total weight: 2400lbs",Enquiry,2024-07-11 15:26:35.107,,
17101,INQ1018448,Pack N Move Co.,2024-07-15 00:00:00.000,For LCL shipments please advise the destination co loader name and destination charges,Enquiry,2024-07-12 08:52:21.030,,
17111,INQ1018462,Vertex Express Freight Forwarder,2024-07-17 00:00:00.000,Kindly send your best EXW rate  General Cargo – NON IMO,Enquiry,2024-07-15 10:37:45.340,,
17153,INQ1018525,Arlington Press,2024-07-23 00:00:00.000,Loading date July 26th,Enquiry,2024-07-22 08:41:49.063,,
17154,INQ1018528,FREIGHT WORLD GROUP,2024-07-23 00:00:00.000,"Please arrange your best offer with all required info to secure this shipment.
SHELF & STAND WITH ACCESSORIES FOR HOTEL",Enquiry,2024-07-22 09:05:00.670,,
17155,INQ1018529,FREIGHT WORLD GROUP,2024-07-23 00:00:00.000,"Total Net Weight of Order: 25234.8 LB/11446.303 KG
 SHELF & STAND WITH ACCESSORIES FOR HOTEL",Enquiry,2024-07-22 11:02:15.930,,
17156,INQ1018530,Pack N Move Co.,2024-07-24 00:00:00.000,"- The Cargo should be in Kuwait end of September.
- Date of collection: Next week",Enquiry,2024-07-22 11:26:57.890,,
17492,INQ1019153,Atenk LLC,2024-11-06 00:00:00.000,Temperature logger must be put in the container.,Enquiry,2024-11-05 11:11:47.543,,
17496,INQ1019159,Angelfreight,2024-11-07 00:00:00.000,6 x 40’ REF container; -20°C.  •         2 hours free for loading in Germany.  •         14 free days for detention,Enquiry,2024-11-05 14:15:00.953,,
17498,INQ1019161,Atenk LLC,2024-11-06 00:00:00.000,Determining VGM as per outlay - if not can be arranged by shipper,Enquiry,2024-11-05 16:22:08.277,,
17500,INQ1019163,Atenk LLC,2024-11-06 00:00:00.000,3 free days of plug-ins in origin,Enquiry,2024-11-05 17:08:47.043,,
17508,INQ1019172,Atenk LLC,2024-11-07 00:00:00.000,ADDING FREE TIME AT POD CHARGES,Enquiry,2024-11-06 18:18:54.180,,
17514,INQ1019179,Atenk LLC,2024-11-08 00:00:00.000,"Requirements:  -20 regime, datalogger, release",Enquiry,2024-11-07 18:11:53.780,,
17518,INQ1019183,Atenk LLC,2024-11-10 00:00:00.000,Costs for Data Logger should be about approx. EUR 20 (+Courier Costs to Shipper).,Enquiry,2024-11-08 17:56:31.457,,
17521,INQ30312,ARGE BUSINESS LLC,2024-11-12 00:00:00.000,TRUCKING DEMURRAGE AFTER THE FREE TIME USD12.00/HOUR,Enquiry,2024-11-11 16:31:03.303,,
17538,INQ1019222,ENQJCTRANS,2024-11-30 00:00:00.000,JCTRANS INQUIRY  THURSDAY 14TH  NOV. 2024,Enquiry,2024-11-15 17:02:57.687,,
17539,INQ1019224,Atenk LLC,2024-11-17 00:00:00.000,TITAN CARGO NV,Enquiry,2024-11-16 09:17:39.920,,
17543,INQ1019228,KLH CARGO,2024-11-20 00:00:00.000,TAKEN FROM  Jackeline Pacheco <Pricing@klhcargo.com> EMAIL ON TUESDAY 19TH NOVEMBER 2024,Enquiry,2024-11-19 10:47:23.370,,
17667,INQ1019870,MK Logistics,2025-01-04 00:00:00.000,NONE,Enquiry,2025-01-03 12:26:34.457,,
17668,INQ1019882,MK Logistics,2025-01-04 00:00:00.000,NONE,Enquiry,2025-01-03 15:21:19.847,,
17669,INQ1019890,MK Logistics,2025-01-07 00:00:00.000,CREATED FOR TESTING MIAPP ON MONDAY 6TH JANUARY 2025,Enquiry,2025-01-06 07:57:44.610,,
17701,INQ1020091,BELGO MULTIMODAL,2025-01-14 00:00:00.000,NY to Antwerp (and Rotterdam),Enquiry,2025-01-13 14:51:11.873,,
17702,INQ1020092,BELGO MULTIMODAL,2025-01-14 00:00:00.000,N A,Enquiry,2025-01-13 15:08:25.820,,
17799,INQ1020631,Arpaniv LLC,2025-02-12 00:00:00.000,Brand Name: ROADX,Enquiry,2025-02-11 14:34:47.260,,
17801,INQ1020633,Arpaniv LLC,2025-02-12 00:00:00.000,net net,Enquiry,2025-02-11 15:15:40.130,,
17806,INQ1020641,Arpaniv LLC,2025-02-13 00:00:00.000,ROADX,Enquiry,2025-02-12 16:31:32.460,,
17808,INQ1020647,Arpaniv LLC,2025-02-14 00:00:00.000,"HCM-YEREVAN VIA POTI
TERM: CIF",Enquiry,2025-02-13 10:18:49.047,,
17812,INQ1020655,Arpaniv LLC,2025-02-14 00:00:00.000,Brand Name: MARCHER,Enquiry,2025-02-13 15:40:03.057,,
17813,INQ1020662,Arpaniv LLC,2025-02-15 00:00:00.000,Brand Name: KAPSEN,Enquiry,2025-02-14 10:06:06.610,,
18062,INQ1021277,Atenk LLC,2025-04-30 00:00:00.000,Free of detention days at Poti/Batumi - min.10 days.,Enquiry,2025-04-29 12:56:13.080,,
18774,INQ1022638,Panam Imaging,2025-10-23 00:00:00.000,Used Medical Eqpt.,Enquiry,2025-10-22 13:19:44.537,,
18781,INQ1022648,PAN AM IMAGING,2025-10-27 00:00:00.000,Customer has confirmed the container has been loaded today 10/24 and it is on it is way to the port.,Enquiry,2025-10-24 16:18:45.853,,
18791,INQ1022668,"DOLE Ocean Cargo Express, LLC",2025-10-29 00:00:00.000,"Strawberry plants  •	Temperate: 27° F (-2.77° C)",Enquiry,2025-10-28 15:55:18.253,,
18792,INQ1022669,"Liyang Xinli Machinery Casting Co., LTD",2025-10-29 00:00:00.000,CNC MACHINR AND PARTS,Enquiry,2025-10-28 16:28:10.567,,
18794,INQ1022674,WATERLINK LOGISTICS CANADA INC.,2025-10-30 00:00:00.000,14 days at destination for each container,Enquiry,2025-10-29 10:41:57.490,,
18802,INQ1022687,Panam Imaging,2025-10-30 00:00:00.000,FOR TESTING,Enquiry,2025-10-29 15:34:21.767,,
18803,INQ1022689,Panam Imaging,2025-10-30 00:00:00.000,"Approved, pending billing",Enquiry,2025-10-29 16:36:36.213,,
18808,INQ1022697,Mondial International llc 11111,2025-10-31 00:00:00.000,Rate request,Enquiry,2025-10-30 12:46:38.857,,
18811,INQ1022708,WATERLINK LOGISTICS CANADA INC.,2025-10-31 00:00:00.000,Prepare for billing,Enquiry,2025-10-31 11:46:41.663,,
18814,INQ1022712,CENTRIMEX  Vitrolles  France,2025-11-03 00:00:00.000,Sent quote,Enquiry,2025-10-31 14:43:25.913,,
